followers_count,following_count,avg_likes,avg_comments,engagement_rate,fraud_risk_score,fraud_flag,influencer_type
528035,3221,28342,3923,0.06110390409726628,0,0,Genuine
649143,2718,27408,651,0.043224682388934337,0,0,Genuine
453366,1928,5785,695,0.014293087703974272,0,0,Genuine
66725,1246,734,25,0.011375046834020233,100,1,High Risk
130981,1822,2402,56,0.018766080576572173,0,0,Genuine
85654,211,4748,263,0.0585028136455974,0,0,Genuine
954277,4026,47428,2609,0.05243446085360959,0,0,Genuine
906778,1801,44196,5591,0.05490539029398596,0,0,Genuine
592723,825,7248,814,0.013601631790904014,0,0,Genuine
320030,989,13713,2024,0.049173514982970346,0,0,Genuine
329947,3270,24654,2773,0.08312547166666162,0,0,Genuine
556839,589,21066,1566,0.040643704912910195,0,0,Genuine
903648,4967,48566,5384,0.05970245051170367,0,0,Genuine
274538,1511,17731,2658,0.07426658604637609,0,0,Genuine
332236,405,21553,2420,0.07215653932746602,0,0,Genuine
529178,3654,24527,2919,0.051865345876056825,0,0,Genuine
566894,3373,39714,5638,0.08000084671913973,0,0,Genuine
490492,284,18342,637,0.03869380132601551,0,0,Genuine
257840,1598,18618,2078,0.08026683214396525,0,0,Genuine
474254,2146,12717,1660,0.030314978893166953,0,0,Genuine
350457,4263,10378,1495,0.033878621342989294,0,0,Genuine
666987,2151,9150,433,0.014367596369944242,0,0,Genuine
271936,1723,17863,1527,0.07130354200988467,0,0,Genuine
240931,2150,9443,1024,0.04344397358579842,0,0,Genuine
240629,3707,6265,326,0.027390713505022254,0,0,Genuine
206041,4703,5403,529,0.028790386379409925,0,0,Genuine
699361,3646,51121,2734,0.07700600977177738,0,0,Genuine
732912,3798,50112,3174,0.07270449931233218,0,0,Genuine
418113,3223,20381,1577,0.052516903325177645,0,0,Genuine
69148,1865,3673,326,0.05783247527043443,0,0,Genuine
778089,3891,33615,2636,0.04658978600134432,0,0,Genuine
649531,2055,24303,2044,0.04056311400071744,0,0,Genuine
252995,4543,18742,1102,0.0784363327338485,0,0,Genuine
907606,724,17056,693,0.019555842513160997,0,0,Genuine
679843,436,26711,698,0.04031666134681095,0,0,Genuine
911790,2208,31109,1414,0.035669397558648376,0,0,Genuine
573843,2711,25748,2462,0.049159787607411784,0,0,Genuine
257508,2114,10824,1322,0.04716746664181307,0,0,Genuine
804591,3901,37270,1565,0.04826675913600823,0,0,Genuine
897942,3303,17774,606,0.020469028066400725,0,0,Genuine
107530,4686,4937,579,0.05129731237794104,0,0,Genuine
605365,4316,16326,974,0.028577800170145284,0,0,Genuine
823352,789,18857,2709,0.026192928419436646,0,0,Genuine
461337,1451,6707,756,0.01617689454780345,0,0,Genuine
725839,3309,46007,2874,0.06734413554521045,0,0,Genuine
806889,2327,32211,1856,0.042220181462382066,0,0,Genuine
460773,3954,24819,2186,0.058608034758981103,0,0,Genuine
209261,3973,12750,386,0.06277328312490144,0,0,Genuine
765469,4264,44054,1555,0.05958307913187862,0,0,Genuine
342097,3277,14687,629,0.04477092754394221,0,0,Genuine
316139,2881,11745,1417,0.04163358522675152,0,0,Genuine
172829,3808,6276,544,0.039460970091824865,0,0,Genuine
272836,2562,14952,319,0.05597135275403539,50,1,Suspicious
439974,2201,19638,2112,0.0494347393255056,0,0,Genuine
990913,3725,68808,5166,0.07465236605029907,0,0,Genuine
203283,2795,14479,1251,0.07737981041208561,0,0,Genuine
197769,3916,4338,207,0.02298135703775617,0,0,Genuine
562353,3814,10986,1007,0.02132646220434496,0,0,Genuine
224165,2272,12133,1787,0.062097115963687465,0,0,Genuine
624587,2842,19415,573,0.032001946886502604,0,0,Genuine
951110,1747,10747,611,0.011941836380649978,0,0,Genuine
536822,3512,38761,1999,0.07592833378661829,0,0,Genuine
488879,4113,12653,661,0.027233732682320166,0,0,Genuine
565685,1574,42454,2939,0.08024430557642505,0,0,Genuine
783038,4810,47154,5958,0.06782812583808193,0,0,Genuine
354531,82,22472,3116,0.07217422453889787,50,1,Suspicious
264160,4075,6366,294,0.02521199273167777,0,0,Genuine
580879,2616,15331,1388,0.028782242084840388,0,0,Genuine
221884,2853,10315,1060,0.05126552613077103,0,0,Genuine
24247,3946,534,46,0.023920485008454655,100,1,High Risk
25300,3759,793,60,0.03371541501976284,100,1,High Risk
468281,769,15220,684,0.033962513960634745,0,0,Genuine
608086,4629,12875,1074,0.022939189522534643,0,0,Genuine
534556,1022,13023,939,0.02611887248482853,0,0,Genuine
349951,3768,22816,2816,0.0732445399498787,0,0,Genuine
275329,4452,5975,712,0.024287307185222044,0,0,Genuine
720064,4602,8635,323,0.01244056083903653,0,0,Genuine
743139,2257,40170,1265,0.055756729225622664,0,0,Genuine
433315,4476,33936,4685,0.08912915546426964,50,1,Suspicious
927075,4370,30764,2756,0.03615672949869212,50,1,Suspicious
517588,3080,9474,1245,0.020709521859084833,0,0,Genuine
237584,3625,11861,326,0.051295541787325746,0,0,Genuine
563332,3166,41373,3659,0.07993865074236862,0,0,Genuine
838646,3335,54414,4904,0.07073067778299784,0,0,Genuine
979732,693,52490,6922,0.06064107327309917,50,1,Suspicious
377896,4761,12113,395,0.03309905370789847,0,0,Genuine
49984,244,2395,122,0.05035611395646607,0,0,Genuine
303918,4046,4980,362,0.017577109615093546,0,0,Genuine
265712,538,15285,2026,0.06514948515686156,0,0,Genuine
121151,2254,7360,1045,0.06937623296547284,0,0,Genuine
456808,2707,35426,5280,0.08910964781702597,50,1,Suspicious
986067,3326,27834,4027,0.03231119183584888,100,1,High Risk
134767,1152,1521,31,0.011516172356734215,0,0,Genuine
649663,1291,31308,820,0.04945333195826144,0,0,Genuine
704550,565,41903,1642,0.06180540770704705,0,0,Genuine
137330,442,8971,586,0.06959149493919756,0,0,Genuine
481754,680,11350,1451,0.026571652752234543,0,0,Genuine
302648,3766,8571,1166,0.0321726890645238,0,0,Genuine
689519,1897,31636,1401,0.0479131104436571,0,0,Genuine
14986,2705,496,49,0.03636727612438276,50,1,Suspicious
587146,1029,41238,5742,0.08001417024045127,0,0,Genuine
130312,4579,5624,451,0.046618883909386705,0,0,Genuine
13666,3452,901,30,0.06812527440362945,100,1,High Risk
301804,3921,15284,1215,0.054667930179851824,0,0,Genuine
135633,327,8696,598,0.0685231470217425,0,0,Genuine
289998,282,9653,917,0.036448527231222286,0,0,Genuine
851937,1602,58101,4475,0.07345144065817073,0,0,Genuine
629776,3320,18402,409,0.02986935037219583,0,0,Genuine
708611,2459,34174,5099,0.05542250967032688,0,0,Genuine
285806,3562,7139,647,0.027242255236069223,0,0,Genuine
795824,75,34448,2809,0.04681562757594644,0,0,Genuine
31535,510,1017,146,0.03687965752338671,0,0,Genuine
997107,3814,28586,1150,0.02982227584401674,0,0,Genuine
376713,3481,29266,1305,0.08115196449286327,0,0,Genuine
839688,3533,17805,2226,0.023855289107382743,0,0,Genuine
352279,2044,22937,1236,0.06861890717300775,0,0,Genuine
914910,540,72178,8942,0.08866445879922616,50,1,Suspicious
822654,1122,9372,518,0.012022065169560957,0,0,Genuine
602661,3223,35515,863,0.06036229322952705,0,0,Genuine
998079,265,27650,2411,0.03011885832684587,0,0,Genuine
648972,1773,8329,379,0.013418144388355738,50,1,Suspicious
490570,1642,18740,2221,0.04272784719815725,0,0,Genuine
457551,2656,34529,3568,0.08326284938728142,0,0,Genuine
274109,208,2966,415,0.012334509264562638,50,1,Suspicious
25538,4831,1306,159,0.05736549455713055,100,1,High Risk
895498,3363,40384,1756,0.04705761486904493,0,0,Genuine
202664,2891,14416,1787,0.07995006513243595,0,0,Genuine
492234,1826,7816,808,0.017520122543343206,0,0,Genuine
900684,2102,51975,5559,0.0638781192960017,0,0,Genuine
140182,2345,8075,1035,0.06498694554222369,0,0,Genuine
473525,1746,26913,2545,0.06221002059025395,0,0,Genuine
159338,3043,12103,975,0.08207709397632705,0,0,Genuine
185064,2519,12513,1285,0.07455799074914624,0,0,Genuine
215020,1996,2781,163,0.013691749604687936,0,0,Genuine
624094,3859,26820,1173,0.0448538200976135,0,0,Genuine
925414,2833,35033,3508,0.04164730596252056,0,0,Genuine
898421,3694,28489,1435,0.033307324739737826,0,0,Genuine
616270,2550,25632,778,0.04285459295438688,0,0,Genuine
646914,3695,23866,479,0.03763251374989566,0,0,Genuine
120176,2695,4838,479,0.0442434429503395,0,0,Genuine
918710,2399,72163,4840,0.08381643826670004,100,1,High Risk
219126,1982,3550,418,0.01810830298549693,0,0,Genuine
219969,3344,16400,1127,0.07967940937132051,0,0,Genuine
123409,1807,5382,447,0.04723318396551305,0,0,Genuine
548707,1166,29444,2147,0.05757353195785729,0,0,Genuine
969140,2617,66010,6902,0.0752337123635388,50,1,Suspicious
254618,3549,8970,594,0.03756215192955722,0,0,Genuine
770598,542,30923,4492,0.04595781458036486,100,1,High Risk
51015,3356,1972,279,0.044124277173380376,0,0,Genuine
773838,669,28037,3651,0.04094913922552265,0,0,Genuine
123096,3282,9205,1285,0.08521804120361344,0,0,Genuine
632347,3873,43015,3371,0.07335529384973756,0,0,Genuine
186340,2430,3285,294,0.01920682623161962,0,0,Genuine
111687,1596,1962,228,0.019608369819226947,0,0,Genuine
875371,3613,34971,3864,0.04436404678701945,0,0,Genuine
412357,1655,6971,946,0.019199383058854342,0,0,Genuine
736716,3802,39293,4444,0.05936751746941834,0,0,Genuine
106878,4725,2143,320,0.023044967158816595,50,1,Suspicious
728270,1940,33912,2214,0.04960522882996691,0,0,Genuine
974548,1325,10238,1313,0.011852674265403039,0,0,Genuine
199286,2793,6409,709,0.03571751151611252,0,0,Genuine
774290,2543,44446,4883,0.06370868795929174,0,0,Genuine
775684,406,34039,2122,0.0466182105084029,0,0,Genuine
165899,919,13019,1589,0.08805357476536929,0,0,Genuine
974324,935,69359,9505,0.0809422738226709,50,1,Suspicious
325767,2051,11445,554,0.03683307394548865,0,0,Genuine
862882,1333,11376,1152,0.014518787041565359,0,0,Genuine
880858,669,60949,4326,0.07410388507568756,0,0,Genuine
380989,932,28111,4178,0.08475047836026763,50,1,Suspicious
416515,846,28091,2310,0.0729889679843463,0,0,Genuine
44585,3692,845,41,0.019872154311988337,0,0,Genuine
372369,3475,29735,2070,0.08541258805109984,0,0,Genuine
65044,1346,1827,191,0.031025152204661458,0,0,Genuine
961061,4764,58330,1743,0.06250695845529056,0,0,Genuine
443296,294,32609,3210,0.08080154118241537,0,0,Genuine
110556,2945,2929,413,0.030229024204927818,0,0,Genuine
527981,979,38847,5071,0.0831810235595599,0,0,Genuine
882691,569,27949,804,0.03257425305118099,0,0,Genuine
768595,3262,60218,8980,0.09003181129203286,50,1,Suspicious
201235,2459,5974,662,0.03297637090963302,0,0,Genuine
26939,57,2067,84,0.07984706188054494,50,1,Suspicious
967429,2575,13300,287,0.01404444150423442,0,0,Genuine
961445,3473,57349,2423,0.062168922819298034,0,0,Genuine
153906,2069,7271,937,0.053331254142138705,0,0,Genuine
543335,4640,23608,538,0.044440354477440255,0,0,Genuine
289249,4332,7417,373,0.026931813074548228,0,0,Genuine
76766,3717,4559,540,0.0664226350207123,0,0,Genuine
409923,3721,9574,920,0.025599929742902934,0,0,Genuine
416192,2851,20268,2467,0.05462623020144549,0,0,Genuine
569550,135,15792,1847,0.03097006408568168,0,0,Genuine
388261,3165,29854,793,0.07893401603560492,0,0,Genuine
811208,4282,9737,1324,0.01363522055995503,0,0,Genuine
686440,2518,16461,815,0.025167531029660278,0,0,Genuine
653664,3669,17623,1620,0.029438671855877025,0,0,Genuine
985346,1686,38413,3985,0.04302854022850856,0,0,Genuine
455589,3633,11977,502,0.027390915935195978,0,0,Genuine
138848,4059,6164,905,0.05091178843051394,0,0,Genuine
618075,3376,43928,3666,0.07700359988674514,0,0,Genuine
128948,2268,7716,212,0.06148214784254118,0,0,Genuine
580304,2267,29361,4164,0.057771443932835204,0,0,Genuine
403690,2419,6551,630,0.017788401991627237,0,0,Genuine
500046,3688,29292,3248,0.06507401319078644,0,0,Genuine
452269,2553,9791,864,0.02355898812432424,0,0,Genuine
22959,993,1493,191,0.07334814234069428,0,0,Genuine
661890,2887,18204,442,0.028170844097961896,0,0,Genuine
751216,2710,29442,1616,0.04134363485335776,0,0,Genuine
906533,2986,31305,2537,0.03733123890691238,0,0,Genuine
791180,4494,55475,1661,0.07221618342223009,100,1,High Risk
229576,3997,4329,483,0.020960379133707355,0,0,Genuine
538833,1726,26723,1902,0.0531240662691409,0,0,Genuine
915091,1246,18250,1011,0.021048179907790593,0,0,Genuine
984703,4155,58428,1194,0.06054820590574011,100,1,High Risk
166838,2837,12238,1389,0.08167803498004052,0,0,Genuine
336674,1511,13609,1747,0.04561088768363462,0,0,Genuine
880989,3368,38910,2776,0.047317276379160236,0,0,Genuine
62087,716,4651,434,0.08190120315041796,0,0,Genuine
594128,2226,27608,1369,0.048772318422966095,0,0,Genuine
119451,3793,5271,531,0.04857221789687822,0,0,Genuine
448600,650,22646,488,0.05156932679447169,0,0,Genuine
838437,2702,48835,4078,0.06310909466066025,0,0,Genuine
440792,4472,7705,799,0.019292546144213142,0,0,Genuine
40353,3874,2722,379,0.07684682675389685,50,1,Suspicious
194075,3956,7857,546,0.04329769419039031,0,0,Genuine
215283,1029,3243,387,0.01686152645587436,0,0,Genuine
315877,2501,20542,2006,0.0713822152293456,0,0,Genuine
66318,678,2413,339,0.04149702946409723,0,0,Genuine
766313,1679,13047,936,0.018247113124793653,0,0,Genuine
483690,3746,26295,1616,0.05770431474704873,0,0,Genuine
417880,3480,29924,4049,0.08129845888771896,0,0,Genuine
592460,3724,42741,1128,0.07404550518178442,0,0,Genuine
741976,3979,57159,2156,0.07994193882281907,0,0,Genuine
782239,2815,55335,1699,0.07291122022808885,0,0,Genuine
94264,4419,956,123,0.011446575574980905,50,1,Suspicious
771746,4830,28258,604,0.03739831498964685,0,0,Genuine
814168,165,54791,7233,0.07618083737017421,50,1,Suspicious
226281,2053,8064,634,0.038438932124217236,0,0,Genuine
638147,742,33252,682,0.053175835661689236,0,0,Genuine
899613,3212,47177,3406,0.05622751116313348,0,0,Genuine
395070,1155,14045,621,0.03712253524691827,0,0,Genuine
353228,3058,25896,2619,0.080726895942564,0,0,Genuine
432839,2211,19575,2120,0.05012256289290013,0,0,Genuine
270536,203,11507,959,0.04607889523020966,0,0,Genuine
318824,3749,25450,643,0.0818413921160264,0,0,Genuine
258426,4460,11511,1212,0.04923266234821574,0,0,Genuine
178789,3836,4020,520,0.025393061094362627,0,0,Genuine
514153,1114,23607,2682,0.051130694559790565,0,0,Genuine
743452,4250,49797,6368,0.07554623566820723,0,0,Genuine
838291,1963,53969,2486,0.06734534904943511,0,0,Genuine
126657,1266,8258,1119,0.07403459737716826,0,0,Genuine
236167,2451,14066,870,0.0632433828604335,0,0,Genuine
682669,1822,18974,412,0.02839736387619769,0,0,Genuine
481671,2010,33883,4392,0.07946295292845117,0,0,Genuine
720094,2830,52236,7440,0.08287251386624524,0,0,Genuine
71467,4854,1685,177,0.026053982957169042,0,0,Genuine
184734,4796,3534,177,0.02008834323946864,0,0,Genuine
623794,2921,48838,2575,0.08241983731808898,0,0,Genuine
110751,710,7839,632,0.07648689402353026,0,0,Genuine
382050,2685,27708,3788,0.08243947127339353,0,0,Genuine
931192,2379,67088,2646,0.07488681174236891,0,0,Genuine
812774,4004,38946,4960,0.054019936661359735,0,0,Genuine
693517,2500,38315,2217,0.05844413330891673,0,0,Genuine
462079,1182,22260,2785,0.05420068862683654,0,0,Genuine
369452,749,5018,700,0.01547697671145372,0,0,Genuine
970587,2088,60356,4561,0.06688426694361248,0,0,Genuine
107081,4697,4858,327,0.04842128855726039,0,0,Genuine
984237,4550,54467,6769,0.06221672219191109,50,1,Suspicious
614333,4607,27758,2465,0.04919644557593357,0,0,Genuine
559986,2229,24878,2711,0.049267303111149206,0,0,Genuine
111078,2888,2446,246,0.02423522209618466,0,0,Genuine
868055,923,25616,1021,0.03068584363893993,0,0,Genuine
23671,133,499,64,0.023784377508343543,50,1,Suspicious
419400,1472,9938,451,0.02477110157367668,0,0,Genuine
356528,2725,27847,3931,0.08913184939191311,0,0,Genuine
960611,3230,19901,1046,0.021805913111550876,0,0,Genuine
611490,4366,17640,2035,0.03217550573190077,0,0,Genuine
52663,4025,2703,154,0.05425061238440651,0,0,Genuine
16708,1441,880,53,0.05584151304764185,0,0,Genuine
879338,3268,18271,1101,0.022030209089110218,0,0,Genuine
312955,4257,20517,2405,0.07324375708967742,0,0,Genuine
134883,664,8762,809,0.0709577930502732,0,0,Genuine
319394,3021,8499,1145,0.03019468117747985,0,0,Genuine
113547,3615,3429,205,0.032004368235180145,0,0,Genuine
990586,3626,74946,8240,0.08397655529151432,100,1,High Risk
911681,4620,61809,7286,0.0757885707829822,50,1,Suspicious
560042,320,32956,1308,0.06118112570128669,0,0,Genuine
752102,4116,11850,854,0.01689132591058128,0,0,Genuine
763002,2518,29969,2480,0.04252806676784596,0,0,Genuine
143483,1440,7052,467,0.0524034206142888,0,0,Genuine
659271,3404,15241,943,0.024548326864066522,0,0,Genuine
985774,4185,40787,4455,0.045894900859629086,0,0,Genuine
215835,3657,11238,540,0.05456946278407117,0,0,Genuine
402896,2633,13261,1488,0.036607461975298836,0,0,Genuine
85896,4123,5554,786,0.07381018906584708,100,1,High Risk
478095,3125,32907,3076,0.07526328449366758,0,0,Genuine
72295,3956,2360,234,0.0358807663047237,0,0,Genuine
744974,339,51184,1482,0.07069508466067272,0,0,Genuine
888121,2530,15320,2028,0.019533374393804447,50,1,Suspicious
274255,3302,18825,1075,0.0725602085650216,0,0,Genuine
300648,328,6221,621,0.022757510444107395,0,0,Genuine
658162,2974,10402,1532,0.01813231392878957,0,0,Genuine
9155,630,502,48,0.060076460950300385,0,0,Genuine
467872,303,20135,2299,0.047949011695506465,0,0,Genuine
826816,4326,60814,4736,0.07928003328430994,0,0,Genuine
375705,4826,13308,370,0.036406222967487786,0,0,Genuine
572542,874,17233,2131,0.03382109958745384,0,0,Genuine
809350,3882,36462,895,0.04615679248779885,0,0,Genuine
611269,749,25622,2846,0.04657196749712483,0,0,Genuine
979217,1430,33401,767,0.03489318506521027,50,1,Suspicious
555594,3946,32536,4297,0.066294812398982,0,0,Genuine
148718,1723,9394,380,0.06572170147527535,0,0,Genuine
309987,2777,21608,1876,0.07575801565872117,0,0,Genuine
646263,3206,50473,4927,0.08572361407043262,0,0,Genuine
359745,3438,10312,819,0.030941361241990855,0,0,Genuine
108512,4357,6524,419,0.06398370687112946,0,0,Genuine
148443,433,5581,451,0.04063512594059673,0,0,Genuine
471587,391,27067,1637,0.060866817787598046,0,0,Genuine
374616,2037,16227,1248,0.04664776731372926,0,0,Genuine
658409,4109,52385,3491,0.08486518258407767,100,1,High Risk
687976,4989,41982,3929,0.06673343256160098,0,0,Genuine
366871,3159,28129,1432,0.08057600628013661,0,0,Genuine
376037,4132,25738,3822,0.07860928578836657,100,1,High Risk
808364,4565,59174,5036,0.07943203804226809,0,0,Genuine
118796,2848,7960,360,0.07003602814909593,0,0,Genuine
292999,3290,12347,1012,0.04559401226625347,0,0,Genuine
193506,2038,5345,708,0.03128068380308621,0,0,Genuine
991198,3464,35606,813,0.0367424066634517,0,0,Genuine
699376,1899,7984,865,0.01265270755645032,0,0,Genuine
270544,355,12628,1152,0.05093441362587971,0,0,Genuine
381002,3663,17279,726,0.04725696977968619,0,0,Genuine
699002,2799,32690,4127,0.05267080780884747,0,0,Genuine
540439,1185,42252,2871,0.08349323420404522,0,0,Genuine
969911,255,71581,4165,0.07809582528706242,100,1,High Risk
591978,4641,12620,1611,0.02403974472024298,0,0,Genuine
529787,3500,18977,1954,0.03950833070649148,0,0,Genuine
531583,3861,21091,2884,0.04510114130813062,0,0,Genuine
908317,3672,32006,3260,0.038825652277784076,0,0,Genuine
389215,3649,25647,2982,0.07355574682373496,0,0,Genuine
322184,2601,15040,1936,0.05269038810120925,0,0,Genuine
799615,4358,40018,1085,0.051403487928565625,0,0,Genuine
423515,359,29523,3568,0.07813418651051321,0,0,Genuine
669234,2758,44447,4435,0.07304171635033486,0,0,Genuine
379480,2041,7306,212,0.01981132075471698,0,0,Genuine
33711,321,2021,174,0.06511227789148942,0,0,Genuine
792971,3692,32099,986,0.04172283727904299,0,0,Genuine
502157,4136,15378,1778,0.03416461385582597,0,0,Genuine
185423,1872,2503,227,0.01472309260447733,0,0,Genuine
979771,3323,43215,6221,0.05045668834860391,50,1,Suspicious
517349,4588,18045,790,0.03640675830048961,0,0,Genuine
704714,4399,19454,1921,0.030331453610968423,0,0,Genuine
913495,570,53555,2544,0.0614113925089902,0,0,Genuine
658917,1026,42081,4200,0.07023798141495818,0,0,Genuine
825792,3772,22408,2553,0.030226739905448344,0,0,Genuine
738378,3601,9939,1132,0.014993675326187941,0,0,Genuine
134272,4155,9320,1173,0.07814734270734032,50,1,Suspicious
768836,2823,8224,1077,0.012097508441332092,0,0,Genuine
987001,2602,74615,2241,0.07786820884679954,50,1,Suspicious
703335,2882,37933,2451,0.05741787341736157,0,0,Genuine
808789,3957,26309,2876,0.0360848132207535,0,0,Genuine
644409,202,17562,1489,0.029563522545464137,0,0,Genuine
78505,3014,834,37,0.011094834723902935,0,0,Genuine
3869,2966,102,9,0.0286895838718015,100,1,High Risk
782474,2850,15368,1121,0.021072904658812945,0,0,Genuine
455351,1802,24066,1701,0.05658711631247104,0,0,Genuine
313252,2660,6784,849,0.02436696333942002,0,0,Genuine
637584,3925,29969,2187,0.050434138874250294,0,0,Genuine
619467,1154,31783,744,0.0525080432048842,0,0,Genuine
91272,2586,2816,77,0.031696467700937855,0,0,Genuine
39467,4249,491,64,0.014062381229888262,100,1,High Risk
810760,3904,10221,1480,0.014432137747298832,0,0,Genuine
878844,3544,10409,1139,0.013139988439358976,0,0,Genuine
481047,1964,29699,2000,0.06589584801485093,0,0,Genuine
660347,3122,21303,3025,0.036841236501415166,0,0,Genuine
59871,1056,3935,417,0.07268961600775,0,0,Genuine
940903,456,37844,4910,0.045439327964731754,0,0,Genuine
129391,216,5396,645,0.04668794583858228,0,0,Genuine
440430,558,20216,1400,0.04907930885725314,0,0,Genuine
611704,1711,36648,3013,0.0648369145861397,0,0,Genuine
857703,3714,24997,1104,0.030431279825300833,0,0,Genuine
831496,3539,15391,892,0.019582776104755766,0,0,Genuine
257687,4908,12607,1527,0.05484948794467707,0,0,Genuine
726451,730,23891,3254,0.037366594581052265,0,0,Genuine
108450,2574,4443,507,0.04564315352697095,0,0,Genuine
172890,2170,9558,769,0.05973162126207415,0,0,Genuine
439741,4727,19607,612,0.0459793378374998,0,0,Genuine
282974,4407,15116,414,0.054881367192745625,0,0,Genuine
935933,1413,45012,3090,0.05139470453547423,0,0,Genuine
401109,1381,24782,1989,0.06674245653924495,0,0,Genuine
117381,2342,6974,691,0.06530017634881284,0,0,Genuine
474125,1588,22470,468,0.04837964671763775,0,0,Genuine
572621,3458,32938,4896,0.06607162503645518,0,0,Genuine
135508,610,9641,648,0.07592909643711072,0,0,Genuine
730650,1149,29415,3831,0.04550195031820981,0,0,Genuine
863645,1953,33590,3007,0.04237504993371119,0,0,Genuine
400111,224,25405,938,0.06583922961378218,0,0,Genuine
151810,2206,7708,953,0.057051577629932154,0,0,Genuine
293890,2280,4399,493,0.016645683759229642,0,0,Genuine
574665,4337,41633,3687,0.07886333777070119,0,0,Genuine
966908,4210,11752,1021,0.01321015029351293,0,0,Genuine
841477,3970,52497,1646,0.06434281626235773,0,0,Genuine
361032,1547,22786,2398,0.06975558953222984,0,0,Genuine
958294,3904,73518,10179,0.08733958472034678,50,1,Suspicious
370599,3221,5110,164,0.014231015194320545,50,1,Suspicious
661960,1617,34276,1859,0.05458789050697927,0,0,Genuine
751020,1201,30002,4119,0.04543287795265106,0,0,Genuine
880611,418,29187,1662,0.03503135890875767,0,0,Genuine
172836,4996,2821,296,0.018034437270013193,0,0,Genuine
730903,92,36096,3231,0.05380604539863703,50,1,Suspicious
46714,1957,2033,198,0.04775870188808494,0,0,Genuine
975339,3540,16891,1250,0.018599686878100846,0,0,Genuine
628234,2585,33217,1959,0.055991875638695135,0,0,Genuine
897048,4223,55309,1455,0.06327866513274652,0,0,Genuine
631271,2923,40217,4695,0.07114535595647511,0,0,Genuine
467960,1874,34337,4017,0.08195999658090435,0,0,Genuine
712851,1343,27560,2954,0.04280557928655498,0,0,Genuine
125123,4819,9598,995,0.08466069387722482,0,0,Genuine
937093,4846,66140,3418,0.07422742459926603,100,1,High Risk
306628,4904,9430,215,0.03145505302842532,0,0,Genuine
83989,3436,1776,222,0.023788829489576016,0,0,Genuine
299356,3022,12117,1015,0.043867502238137866,0,0,Genuine
830957,3972,31686,1897,0.040414846977641444,0,0,Genuine
179274,1042,9017,299,0.05196514832044803,0,0,Genuine
688995,2436,35026,986,0.05226743300023948,0,0,Genuine
326352,2290,20396,1332,0.06657841839486199,0,0,Genuine
821260,1526,37525,4676,0.051385675669093835,0,0,Genuine
412927,3457,7159,998,0.019754096971135334,0,0,Genuine
790852,439,55423,7569,0.07965080697779105,50,1,Suspicious
884184,1049,28014,3910,0.03610560697773314,50,1,Suspicious
